freq,unit,power_type,country,year,registrations
Annual,Number,Diesel,Denmark,2015,64203
Annual,Number,Diesel,Denmark,2016,80216
Annual,Number,Diesel,Denmark,2017,77493
Annual,Number,Diesel,Denmark,2018,72475
Annual,Number,Diesel,Denmark,2019,60475
Annual,Number,Diesel,Denmark,2020,46295
Annual,Number,Diesel,Denmark,2021,26648
Annual,Number,Diesel,Denmark,2022,17441
Annual,Number,Diesel,Denmark,2023,15258
Annual,Number,Diesel,Denmark,2024,12308
Annual,Number,Diesel,Denmark,2025,10937
Annual,Number,Diesel,Estonia,2013,7345
Annual,Number,Diesel,Estonia,2014,7726
Annual,Number,Diesel,Estonia,2015,6949
Annual,Number,Diesel,Estonia,2016,6393
Annual,Number,Diesel,Estonia,2017,6409
Annual,Number,Diesel,Estonia,2018,6527
Annual,Number,Diesel,Estonia,2019,6414
Annual,Number,Diesel,Estonia,2020,5123
Annual,Number,Diesel,Estonia,2021,5242
Annual,Number,Diesel,Estonia,2022,4256
Annual,Number,Diesel,Estonia,2023,4114
Annual,Number,Diesel,Estonia,2024,5879
Annual,Number,Diesel,Estonia,2025,1738
Annual,Number,Diesel,Greece,2021,18717
Annual,Number,Diesel,Greece,2022,18602
Annual,Number,Diesel,Greece,2023,19785
Annual,Number,Diesel,Greece,2024,11611
Annual,Number,Diesel,Greece,2025,7239
Annual,Number,Diesel,Spain,2014,590360
Annual,Number,Diesel,Spain,2015,658757
Annual,Number,Diesel,Spain,2016,725997
Annual,Number,Diesel,Spain,2017,690660
Annual,Number,Diesel,Spain,2018,573370
Annual,Number,Diesel,Spain,2019,455468
Annual,Number,Diesel,Spain,2020,332422
Annual,Number,Diesel,Spain,2021,265643
Annual,Number,Diesel,Spain,2022,205650
Annual,Number,Diesel,Spain,2023,186368
Annual,Number,Diesel,Spain,2024,184510
Annual,Number,Diesel,Spain,2025,160946
Annual,Number,Diesel,European Union - 27 countries (from 2020),2021,2394522
Annual,Number,Diesel,European Union - 27 countries (from 2020),2022,1947531
Annual,Number,Diesel,European Union - 27 countries (from 2020),2023,1957434
Annual,Number,Diesel,European Union - 27 countries (from 2020),2024,1818403
Annual,Number,Diesel,European Union - 27 countries (from 2020),2025,1504479
Annual,Number,Diesel,Finland,2013,38697
Annual,Number,Diesel,Finland,2014,41404
Annual,Number,Diesel,Finland,2015,38844
Annual,Number,Diesel,Finland,2016,39556
Annual,Number,Diesel,Finland,2017,36216
Annual,Number,Diesel,Finland,2018,29071
Annual,Number,Diesel,Finland,2019,22022
Annual,Number,Diesel,Finland,2020,14567
Annual,Number,Diesel,Finland,2021,11252
Annual,Number,Diesel,Finland,2022,7447
Annual,Number,Diesel,Finland,2023,5277
Annual,Number,Diesel,Finland,2024,4008
Annual,Number,Diesel,Finland,2025,3242
Annual,Number,Diesel,France,2013,1182129
Annual,Number,Diesel,France,2014,1129453
Annual,Number,Diesel,France,2015,1089403
Annual,Number,Diesel,France,2016,1032695
Annual,Number,Diesel,France,2017,1014418
Annual,Number,Diesel,France,2018,859623
Annual,Number,Diesel,France,2019,773411
Annual,Number,Diesel,France,2020,539142
Annual,Number,Diesel,France,2021,399164
Annual,Number,Diesel,France,2022,273570
Annual,Number,Diesel,France,2023,223258
Annual,Number,Diesel,France,2024,173114
Annual,Number,Diesel,France,2025,123172
Annual,Number,Diesel,Georgia,2017,680
Annual,Number,Diesel,Georgia,2018,1242
Annual,Number,Diesel,Georgia,2019,1346
Annual,Number,Diesel,Georgia,2020,994
Annual,Number,Diesel,Georgia,2021,1358
Annual,Number,Diesel,Georgia,2022,1760
Annual,Number,Diesel,Georgia,2023,1514
Annual,Number,Diesel,Georgia,2024,2520
Annual,Number,Diesel,Georgia,2025,1826
Annual,Number,Diesel,Croatia,2020,12885
Annual,Number,Diesel,Croatia,2021,8904
Annual,Number,Diesel,Croatia,2022,7788
Annual,Number,Diesel,Croatia,2023,9219
Annual,Number,Diesel,Croatia,2024,10691
Annual,Number,Diesel,Croatia,2025,10047
Annual,Number,Diesel,Hungary,2013,25769
Annual,Number,Diesel,Hungary,2014,30219
Annual,Number,Diesel,Hungary,2015,32271
Annual,Number,Diesel,Hungary,2016,34700
Annual,Number,Diesel,Hungary,2017,37039
Annual,Number,Diesel,Hungary,2018,32655
Annual,Number,Diesel,Hungary,2019,32299
Annual,Number,Diesel,Hungary,2020,31606
Annual,Number,Diesel,Hungary,2021,27065
Annual,Number,Diesel,Hungary,2022,20567
Annual,Number,Diesel,Hungary,2023,19836
Annual,Number,Diesel,Hungary,2024,20521
Annual,Number,Diesel,Hungary,2025,21239
Annual,Number,Diesel,Ireland,2013,54428
Annual,Number,Diesel,Ireland,2014,61917
Annual,Number,Diesel,Ireland,2015,92436
Annual,Number,Diesel,Ireland,2016,105257
Annual,Number,Diesel,Ireland,2017,87644
Annual,Number,Diesel,Ireland,2018,70743
Annual,Number,Diesel,Ireland,2019,59884
Annual,Number,Diesel,Ireland,2020,41688
Annual,Number,Diesel,Ireland,2021,40292
Annual,Number,Diesel,Ireland,2022,31336
Annual,Number,Diesel,Ireland,2023,32255
Annual,Number,Diesel,Ireland,2024,32220
Annual,Number,Diesel,Ireland,2025,25211
Annual,Number,Diesel,Iceland,2017,11091
Annual,Number,Diesel,Iceland,2018,8219
Annual,Number,Diesel,Iceland,2019,4253
Annual,Number,Diesel,Iceland,2020,2327
Annual,Number,Diesel,Iceland,2021,2584
Annual,Number,Diesel,Iceland,2022,3107
Annual,Number,Diesel,Iceland,2023,3039
Annual,Number,Diesel,Iceland,2024,2750
Annual,Number,Diesel,Iceland,2025,1967
Annual,Number,Diesel,Italy,2013,707641
Annual,Number,Diesel,Italy,2014,757895
Annual,Number,Diesel,Italy,2015,887074
Annual,Number,Diesel,Italy,2016,1058886
Annual,Number,Diesel,Italy,2017,1130434
Annual,Number,Diesel,Italy,2018,1000494
Annual,Number,Diesel,Italy,2019,793367
Annual,Number,Diesel,Italy,2020,505406
Annual,Number,Diesel,Italy,2021,403271
Annual,Number,Diesel,Italy,2022,323829
Annual,Number,Diesel,Italy,2023,357239
Annual,Number,Diesel,Italy,2024,310312
Annual,Number,Diesel,Italy,2025,237079
Annual,Number,Diesel,Liechtenstein,2013,858
Annual,Number,Diesel,Liechtenstein,2014,800
Annual,Number,Diesel,Liechtenstein,2015,937
Annual,Number,Diesel,Liechtenstein,2016,985
Annual,Number,Diesel,Liechtenstein,2017,849
Annual,Number,Diesel,Liechtenstein,2018,644
Annual,Number,Diesel,Liechtenstein,2019,663
Annual,Number,Diesel,Liechtenstein,2020,422
Annual,Number,Diesel,Liechtenstein,2021,355
Annual,Number,Diesel,Liechtenstein,2022,315
Annual,Number,Diesel,Liechtenstein,2023,294
Annual,Number,Diesel,Liechtenstein,2024,299
Annual,Number,Diesel,Liechtenstein,2025,244
Annual,Number,Diesel,Lithuania,2013,7019
Annual,Number,Diesel,Lithuania,2014,6879
Annual,Number,Diesel,Lithuania,2015,7690
Annual,Number,Diesel,Lithuania,2016,7587
Annual,Number,Diesel,Lithuania,2017,7865
Annual,Number,Diesel,Lithuania,2018,7210
Annual,Number,Diesel,Lithuania,2019,7262
Annual,Number,Diesel,Lithuania,2020,7042
Annual,Number,Diesel,Lithuania,2021,4706
Annual,Number,Diesel,Lithuania,2022,3183
Annual,Number,Diesel,Lithuania,2023,3684
Annual,Number,Diesel,Lithuania,2024,5473
Annual,Number,Diesel,Lithuania,2025,4480
Annual,Number,Diesel,Luxembourg,2013,34299
Annual,Number,Diesel,Luxembourg,2014,35889
Annual,Number,Diesel,Luxembourg,2015,32934
Annual,Number,Diesel,Luxembourg,2016,32780
Annual,Number,Diesel,Luxembourg,2017,28488
Annual,Number,Diesel,Luxembourg,2018,24915
Annual,Number,Diesel,Luxembourg,2019,23897
Annual,Number,Diesel,Luxembourg,2020,18151
Annual,Number,Diesel,Luxembourg,2021,14569
Annual,Number,Diesel,Luxembourg,2022,12338
Annual,Number,Diesel,Luxembourg,2023,10265
Annual,Number,Diesel,Luxembourg,2024,8085
Annual,Number,Diesel,Luxembourg,2025,7408
Annual,Number,Diesel,Latvia,2014,7029
Annual,Number,Diesel,Latvia,2015,6923
Annual,Number,Diesel,Latvia,2016,7287
Annual,Number,Diesel,Latvia,2017,7446
Annual,Number,Diesel,Latvia,2018,6807
Annual,Number,Diesel,Latvia,2019,6893
Annual,Number,Diesel,Latvia,2020,4870
Annual,Number,Diesel,Latvia,2021,3923
Annual,Number,Diesel,Latvia,2022,3445
Annual,Number,Diesel,Latvia,2023,3729
Annual,Number,Diesel,Latvia,2024,3720
Annual,Number,Diesel,Latvia,2025,3139
Annual,Number,Diesel,Moldova,2013,12453
Annual,Number,Diesel,Moldova,2014,12611
Annual,Number,Diesel,Moldova,2015,8407
Annual,Number,Diesel,Moldova,2016,7908
Annual,Number,Diesel,Moldova,2017,24132
Annual,Number,Diesel,Moldova,2018,13821
Annual,Number,Diesel,Moldova,2019,17550
Annual,Number,Diesel,Moldova,2020,17019
Annual,Number,Diesel,Moldova,2021,21624
Annual,Number,Diesel,Moldova,2022,16781
Annual,Number,Diesel,Moldova,2023,26266
Annual,Number,Diesel,Moldova,2024,25755
Annual,Number,Diesel,Moldova,2025,19778
Annual,Number,Diesel,Montenegro,2016,1288
Annual,Number,Diesel,Montenegro,2017,1662
Annual,Number,Diesel,Montenegro,2018,1599
Annual,Number,Diesel,Montenegro,2019,1164
Annual,Number,Diesel,Montenegro,2020,500
Annual,Number,Diesel,Montenegro,2021,1181
Annual,Number,Diesel,Montenegro,2022,699
Annual,Number,Diesel,Montenegro,2023,429
Annual,Number,Diesel,Montenegro,2024,1982
Annual,Number,Diesel,Montenegro,2025,1757
Annual,Number,Diesel,Malta,2015,2712
Annual,Number,Diesel,Malta,2016,2603
Annual,Number,Diesel,Malta,2017,2616
Annual,Number,Diesel,Malta,2018,2412
Annual,Number,Diesel,Malta,2019,2088
Annual,Number,Diesel,Malta,2020,1062
Annual,Number,Diesel,Malta,2021,595
Annual,Number,Diesel,Malta,2022,497
Annual,Number,Diesel,Malta,2023,724
Annual,Number,Diesel,Malta,2024,387
Annual,Number,Diesel,Malta,2025,325
Annual,Number,Diesel,Netherlands,2013,103557
Annual,Number,Diesel,Netherlands,2014,105014
Annual,Number,Diesel,Netherlands,2015,129768
Annual,Number,Diesel,Netherlands,2016,72355
Annual,Number,Diesel,Netherlands,2017,72265
Annual,Number,Diesel,Netherlands,2018,56996
Annual,Number,Diesel,Netherlands,2019,32685
Annual,Number,Diesel,Netherlands,2020,12963
Annual,Number,Diesel,Netherlands,2021,6920
Annual,Number,Diesel,Netherlands,2022,4638
Annual,Number,Diesel,Netherlands,2023,3966
Annual,Number,Diesel,Netherlands,2024,3765
Annual,Number,Diesel,Netherlands,2025,3993
Annual,Number,Diesel,Norway,2013,83067
Annual,Number,Diesel,Norway,2014,76478
Annual,Number,Diesel,Norway,2015,76985
Annual,Number,Diesel,Norway,2016,53516
Annual,Number,Diesel,Norway,2017,44498
Annual,Number,Diesel,Norway,2018,34305
Annual,Number,Diesel,Norway,2019,28398
Annual,Number,Diesel,Norway,2020,19709
Annual,Number,Diesel,Norway,2021,11972
Annual,Number,Diesel,Norway,2022,8148
Annual,Number,Diesel,Norway,2023,4936
Annual,Number,Diesel,Norway,2024,4477
Annual,Number,Diesel,Norway,2025,3511
Annual,Number,Diesel,Poland,2013,102495
Annual,Number,Diesel,Poland,2014,121588
Annual,Number,Diesel,Poland,2015,120373
Annual,Number,Diesel,Poland,2016,134037
Annual,Number,Diesel,Poland,2017,139474
Annual,Number,Diesel,Poland,2018,136952
Annual,Number,Diesel,Poland,2019,121385
Annual,Number,Diesel,Poland,2020,94592
Annual,Number,Diesel,Poland,2021,86455
Annual,Number,Diesel,Poland,2022,73990
Annual,Number,Diesel,Poland,2023,83234
Annual,Number,Diesel,Poland,2024,97953
Annual,Number,Diesel,Poland,2025,100971
Annual,Number,Diesel,Portugal,2017,139241
Annual,Number,Diesel,Portugal,2018,124059
Annual,Number,Diesel,Portugal,2019,91437
Annual,Number,Diesel,Portugal,2020,51887
Annual,Number,Diesel,Portugal,2021,38051
Annual,Number,Diesel,Portugal,2022,33362
Annual,Number,Diesel,Portugal,2023,29010
Annual,Number,Diesel,Portugal,2024,24072
Annual,Number,Diesel,Portugal,2025,18095
Annual,Number,Diesel,Romania,2013,31501
Annual,Number,Diesel,Romania,2014,39797
Annual,Number,Diesel,Romania,2015,44904
Annual,Number,Diesel,Romania,2016,48696
Annual,Number,Diesel,Romania,2017,54178
Annual,Number,Diesel,Romania,2018,53371
Annual,Number,Diesel,Romania,2019,44078
Annual,Number,Diesel,Romania,2020,34963
Annual,Number,Diesel,Romania,2021,24057
Annual,Number,Diesel,Romania,2022,19178
Annual,Number,Diesel,Romania,2023,20455
Annual,Number,Diesel,Romania,2024,22796
Annual,Number,Diesel,Romania,2025,16760
Annual,Number,Diesel,Serbia,2019,20403
Annual,Number,Diesel,Serbia,2020,16454
Annual,Number,Diesel,Serbia,2021,12341
Annual,Number,Diesel,Serbia,2022,11738
Annual,Number,Diesel,Serbia,2023,12486
Annual,Number,Diesel,Serbia,2024,13818
Annual,Number,Diesel,Serbia,2025,12652
Annual,Number,Diesel,Sweden,2013,176485
Annual,Number,Diesel,Sweden,2014,188998
Annual,Number,Diesel,Sweden,2015,207091
Annual,Number,Diesel,Sweden,2016,202383
Annual,Number,Diesel,Sweden,2017,192191
Annual,Number,Diesel,Sweden,2018,138666
Annual,Number,Diesel,Sweden,2019,123708
Annual,Number,Diesel,Sweden,2020,67981
Annual,Number,Diesel,Sweden,2021,53988
Annual,Number,Diesel,Sweden,2022,36432
Annual,Number,Diesel,Sweden,2023,25820
Annual,Number,Diesel,Sweden,2024,23290
Annual,Number,Diesel,Sweden,2025,21600
Annual,Number,Diesel,Slovenia,2013,28016
Annual,Number,Diesel,Slovenia,2014,29763
Annual,Number,Diesel,Slovenia,2015,31031
Annual,Number,Diesel,Slovenia,2016,32589
Annual,Number,Diesel,Slovenia,2017,32410
Annual,Number,Diesel,Slovenia,2018,23877
Annual,Number,Diesel,Slovenia,2019,21499
Annual,Number,Diesel,Slovenia,2020,16918
Annual,Number,Diesel,Slovenia,2021,11743
Annual,Number,Diesel,Slovenia,2022,7739
Annual,Number,Diesel,Slovenia,2023,7355
Annual,Number,Diesel,Slovenia,2024,8113
Annual,Number,Diesel,Slovenia,2025,7896
Annual,Number,Diesel,Slovakia,2020,19082
Annual,Number,Diesel,Slovakia,2021,14909
Annual,Number,Diesel,Slovakia,2022,15780
Annual,Number,Diesel,Slovakia,2023,19074
Annual,Number,Diesel,Slovakia,2024,19396
Annual,Number,Diesel,Slovakia,2025,17403
Annual,Number,Diesel,Türkiye,2013,383904
Annual,Number,Diesel,Türkiye,2014,364242
Annual,Number,Diesel,Türkiye,2015,462191
Annual,Number,Diesel,Türkiye,2016,460829
Annual,Number,Diesel,Türkiye,2017,457069
Annual,Number,Diesel,Türkiye,2018,320452
Annual,Number,Diesel,Türkiye,2019,211961
Annual,Number,Diesel,Türkiye,2020,247626
Annual,Number,Diesel,Türkiye,2021,149611
Annual,Number,Diesel,Türkiye,2022,107792
Annual,Number,Diesel,Türkiye,2023,162855
Annual,Number,Diesel,Türkiye,2024,122014
Annual,Number,Diesel,Türkiye,2025,101989
Annual,Number,Diesel,Ukraine,2019,18351
Annual,Number,Diesel,Ukraine,2020,29605
Annual,Number,Diesel,Ukraine,2021,31099
Annual,Number,Diesel,Ukraine,2022,10768
Annual,Number,Diesel,Ukraine,2023,18351
Annual,Number,Diesel,Ukraine,2024,20399
Annual,Number,Diesel,Ukraine,2025,17613
Annual,Number,Diesel,United Kingdom,2015,1257152
Annual,Number,Diesel,United Kingdom,2016,1264307
Annual,Number,Diesel,United Kingdom,2017,1049086
Annual,Number,Diesel,United Kingdom,2018,736172
Annual,Number,Diesel,United Kingdom,2021,223460
Annual,Number,Diesel,United Kingdom,2022,151936
Annual,Number,Diesel,United Kingdom,2023,141438
Annual,Number,Diesel,United Kingdom,2024,124534
Annual,Number,Diesel,Kosovo*,2017,16568
Annual,Number,Diesel,Kosovo*,2018,7714
Annual,Number,Diesel,Kosovo*,2019,22587
Annual,Number,Diesel,Kosovo*,2021,24300
Annual,Number,Diesel,Kosovo*,2025,33986
Annual,Number,Diesel (excluding hybrids)  ,Albania,2019,33041
Annual,Number,Diesel (excluding hybrids)  ,Albania,2020,32906
Annual,Number,Diesel (excluding hybrids)  ,Albania,2021,42736
Annual,Number,Diesel (excluding hybrids)  ,Albania,2022,36189
Annual,Number,Diesel (excluding hybrids)  ,Albania,2023,46857
Annual,Number,Diesel (excluding hybrids)  ,Albania,2024,56043
Annual,Number,Diesel (excluding hybrids)  ,Austria,2013,180901
Annual,Number,Diesel (excluding hybrids)  ,Austria,2014,172381
Annual,Number,Diesel (excluding hybrids)  ,Austria,2015,179822
Annual,Number,Diesel (excluding hybrids)  ,Austria,2016,188820
Annual,Number,Diesel (excluding hybrids)  ,Austria,2017,175458
Annual,Number,Diesel (excluding hybrids)  ,Austria,2018,140111
Annual,Number,Diesel (excluding hybrids)  ,Austria,2019,126311
Annual,Number,Diesel (excluding hybrids)  ,Austria,2020,90909
Annual,Number,Diesel (excluding hybrids)  ,Austria,2021,58263
Annual,Number,Diesel (excluding hybrids)  ,Austria,2022,48115
Annual,Number,Diesel (excluding hybrids)  ,Austria,2023,46568
Annual,Number,Diesel (excluding hybrids)  ,Austria,2024,44132
Annual,Number,Diesel (excluding hybrids)  ,Austria,2025,33004
Annual,Number,Diesel (excluding hybrids)  ,Bosnia and Herzegovina,2013,4049
Annual,Number,Diesel (excluding hybrids)  ,Bosnia and Herzegovina,2014,4096
Annual,Number,Diesel (excluding hybrids)  ,Bosnia and Herzegovina,2015,3835
Annual,Number,Diesel (excluding hybrids)  ,Bosnia and Herzegovina,2016,4930
Annual,Number,Diesel (excluding hybrids)  ,Bosnia and Herzegovina,2017,5123
Annual,Number,Diesel (excluding hybrids)  ,Bosnia and Herzegovina,2018,5027
Annual,Number,Diesel (excluding hybrids)  ,Bosnia and Herzegovina,2019,4674
Annual,Number,Diesel (excluding hybrids)  ,Bosnia and Herzegovina,2020,3473
Annual,Number,Diesel (excluding hybrids)  ,Bosnia and Herzegovina,2021,3363
Annual,Number,Diesel (excluding hybrids)  ,Bosnia and Herzegovina,2022,2948
Annual,Number,Diesel (excluding hybrids)  ,Bosnia and Herzegovina,2023,3007
Annual,Number,Diesel (excluding hybrids)  ,Bosnia and Herzegovina,2024,3024
Annual,Number,Diesel (excluding hybrids)  ,Bosnia and Herzegovina,2025,2650
